Case_ID,Term,Case_Name,Petitioner,Issue_Area,Decision_Type,Direction,Majority_Votes,Minority_Votes,Chief_Justice,Case_Status,Courtroom,Duration_Days,Victim  Count,State,District,anomaly_flag,Hearing_Date_year,Hearing_Date_month,Hearing_Date_day,Hearing_Date_weekday,Hearing_Date_quarter,outlier_flag
-1.7234120963168802,-1.6013150619837284,0.3037220559389258,0.7570107464032113,0.5622996827555777,1.4563884109757481,0.9801960588196068,-1.389989446392227,-0.025916861941921533,1.502104420315274,-0.025205634593236836,-1.4708460186210899,1.1278596269640724,-1.0869602517426562,1.2725664628809594,-1.5931013914735401,-1,2015,1,1,3,1,-1
-1.7060913717307808,-1.6013150619837284,-0.9887122246522476,-1.0347306652020227,-0.8175768393439996,1.4563884109757481,-1.020204061220407,0.6342670289362593,0.7145649078272621,0.9012626521891645,1.235076095068604,-0.879749159161844,1.3149010244705521,-1.6184811572402877,-0.13164480650492685,-0.8951380217151436,1,2015,1,2,4,1,1
-1.6887706471446815,-0.6631590388515531,-0.9887122246522476,-0.5867953123007141,1.2522379438053663,1.4563884109757481,0.9801960588196068,0.6342670289362593,-0.025916861941921533,-0.30042088406305484,-0.025205634593236836,-1.0767814456482594,-0.8360750468539643,-0.9097866165767792,0.21940801084154474,-1.244119706594342,1,2015,1,3,5,1,1
-1.6714499225585822,-0.6631590388515531,-0.5579007977885232,1.2049460993045198,-1.5075151003937883,0.5404208569029506,0.9801960588196068,-0.04048512950656946,1.4550466775964457,1.502104420315274,-0.025205634593236836,1.2876059921887237,0.753776831951113,-0.732612981410902,0.9215136455344879,-0.7555453477634643,1,2015,1,4,6,1,1
-1.654129197972483,-0.31135053017698744,-0.5579007977885232,0.30907539350190283,1.2522379438053663,1.4563884109757481,0.9801960588196068,-0.7152372879493982,0.7145649078272621,1.502104420315274,-0.025205634593236836,-1.667878305107505,0.09913194067843412,-1.0869602517426562,-0.13164480650492685,-0.197174651956747,1,2015,1,5,0,1,1
-1.6368084733863837,-0.07681152439394365,0.3037220559389258,-1.482666018103331,-0.8175768393439996,-1.2915142512426445,-1.020204061220407,0.6342670289362593,-0.7663986317111051,0.30042088406305484,-1.2854873642550775,0.8935414192158931,1.5954631207302716,-1.2641338869085335,0.9215136455344879,-0.7555453477634643,1,2015,1,6,1,1,1
-1.6194877488002843,0.5095359900636659,0.7345334828026503,-0.13885995939940565,0.5622996827555777,0.5404208569029506,-1.020204061220407,0.6342670289362593,1.4550466775964457,-1.502104420315274,1.235076095068604,-1.0767814456482594,1.5019424219770319,-0.9097866165767792,-0.83375044119787,0.7799740657050083,1,2015,1,1,3,1,1
-1.602167024214185,-1.1322370504176407,1.5961563365300993,0.7570107464032113,1.2522379438053663,-1.2915142512426445,-1.020204061220407,0.6342670289362593,-0.025916861941921533,-0.9012626521891645,-1.2854873642550775,-0.879749159161844,-0.08790945682804557,1.7478179109113783,-0.83375044119787,-1.1045270326426626,1,2015,1,8,3,1,1
-1.5848462996280859,0.274996984280622,-0.5579007977885232,1.6528814522058284,-0.12763857829421094,-1.2915142512426445,-1.020204061220407,-0.7152372879493982,0.7145649078272621,0.30042088406305484,-1.2854873642550775,-0.879749159161844,-1.023116444360444,-0.5554393462450249,0.5704608281880164,-0.12737831498090732,1,2015,1,9,4,1,1
-1.5675255750419865,-0.8976980446345969,-1.4195236515159722,-0.13885995939940565,1.2522379438053663,1.4563884109757481,0.9801960588196068,-0.7152372879493982,-0.025916861941921533,1.502104420315274,1.235076095068604,1.4846382786751389,1.4084217232237919,-1.6184811572402877,-0.83375044119787,-0.3367673259084263,1,2015,1,10,5,1,1
-1.5502048504558872,-1.3667760562006845,-0.5579007977885232,0.7570107464032113,1.2522379438053663,0.5404208569029506,0.9801960588196068,1.3090191873790882,-0.025916861941921533,-1.502104420315274,1.235076095068604,1.4846382786751389,0.09913194067843412,1.0391233702478695,-0.13164480650492685,1.6873264463909239,1,2015,1,11,6,1,1
-1.5328841258697878,1.0958835045212754,1.1653449096663748,1.2049460993045198,-0.8175768393439996,-0.3755466971698469,0.9801960588196068,1.3090191873790882,-0.7663986317111051,0.30042088406305484,-1.2854873642550775,-1.2738137321346745,0.753776831951113,1.0391233702478695,-0.83375044119787,0.5705850547774892,1,2015,1,1,3,1,1
-1.5155634012836885,1.564961516087363,-0.5579007977885232,-0.5867953123007141,-0.8175768393439996,1.4563884109757481,-1.020204061220407,0.6342670289362593,-0.025916861941921533,0.30042088406305484,-1.2854873642550775,1.2876059921887237,0.09913194067843412,1.2162970054137467,0.5704608281880164,-0.05758197800506767,1,2015,1,13,1,1,1
-1.4982426766975894,-0.07681152439394365,1.1653449096663748,0.30907539350190283,-0.12763857829421094,1.4563884109757481,-1.020204061220407,1.3090191873790882,-0.7663986317111051,-0.30042088406305484,-1.2854873642550775,0.6965091327294779,0.2861733381849138,-1.2641338869085335,0.5704608281880164,0.29139970687413064,1,2015,1,14,2,1,1
-1.48092195211149,0.7440749958467097,0.3037220559389258,-0.5867953123007141,-1.5075151003937883,-0.3755466971698469,-1.020204061220407,1.3090191873790882,-1.5068804014802888,0.30042088406305484,-1.2854873642550775,0.6965091327294779,0.19265263943167396,1.3934706405796238,1.6236192802274312,-0.406563662884266,1,2015,1,15,3,1,1
-1.4636012275253907,1.682231018978885,1.1653449096663748,-1.0347306652020227,-0.12763857829421094,1.4563884109757481,0.9801960588196068,1.3090191873790882,-0.7663986317111051,-1.502104420315274,1.235076095068604,0.4994768462430627,0.19265263943167396,-0.3782657110791477,1.2725664628809594,-1.3837123805460212,1,2015,1,16,4,1,1
