Case_ID,Term,Case_Name,Petitioner,Issue_Area,Decision_Type,Direction,Majority_Votes,Minority_Votes,Chief_Justice,Case_Status,Courtroom,Duration_Days,Victim  Count,State,District,anomaly_flag,Hearing_Date_year,Hearing_Date_month,Hearing_Date_day,Hearing_Date_weekday,Hearing_Date_quarter,outlier_flag
0.0,0.034482758620697496,0.5714285714285714,0.7142857142857142,0.75,1.0,1.0,0.0,0.5,1.0,0.5,0.1111111111111111,0.8421052631578947,0.15789473684210525,0.8888888888888888,0.0,-1,2015,1,1,3,1,-1
0.005025125628140704,0.034482758620697496,0.14285714285714285,0.14285714285714285,0.25,1.0,0.0,0.75,0.75,0.8,1.0,0.2777777777777778,0.8947368421052632,0.0,0.4444444444444444,0.2040816326530612,1,2015,1,2,4,1,1
0.010050251256281407,0.3103448275862064,0.14285714285714285,0.2857142857142857,1.0,1.0,1.0,0.75,0.5,0.4,0.5,0.22222222222222224,0.2894736842105263,0.21052631578947367,0.5555555555555556,0.1020408163265306,1,2015,1,3,5,1,1
0.01507537688442211,0.3103448275862064,0.2857142857142857,0.8571428571428571,0.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.5,0.8888888888888888,0.7368421052631579,0.2631578947368421,0.7777777777777777,0.24489795918367346,1,2015,1,4,6,1,1
0.020100502512562814,0.4137931034482847,0.2857142857142857,0.5714285714285714,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.05555555555555555,0.5526315789473685,0.15789473684210525,0.4444444444444444,0.4081632653061224,1,2015,1,5,0,1,1
0.02512562814070352,0.48275862068966546,0.5714285714285714,0.0,0.25,0.0,0.0,0.75,0.25,0.6000000000000001,0.0,0.7777777777777777,0.9736842105263158,0.10526315789473684,0.7777777777777777,0.24489795918367346,1,2015,1,6,1,1,1
0.03015075376884422,0.6551724137931103,0.7142857142857142,0.42857142857142855,0.75,0.6666666666666666,0.0,0.75,1.0,0.0,1.0,0.22222222222222224,0.9473684210526315,0.21052631578947367,0.2222222222222222,0.6938775510204082,1,2015,1,1,3,1,1
0.035175879396984924,0.17241379310344485,1.0,0.7142857142857142,1.0,0.0,0.0,0.75,0.5,0.2,0.0,0.2777777777777778,0.5,1.0,0.2222222222222222,0.14285714285714285,1,2015,1,8,3,1,1
0.04020100502512563,0.5862068965517295,0.2857142857142857,1.0,0.5,0.0,0.0,0.25,0.75,0.6000000000000001,0.0,0.2777777777777778,0.23684210526315788,0.3157894736842105,0.6666666666666666,0.42857142857142855,1,2015,1,9,4,1,1
0.04522613065326633,0.24137931034482563,0.0,0.42857142857142855,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.9444444444444444,0.9210526315789473,0.0,0.2222222222222222,0.36734693877551017,1,2015,1,10,5,1,1
