Supplier_ID,Year,Financial_Stability_Score,Delivery_Performance_Score,Quality_Compliance_Score,Regulatory_Adherence_Score,Sustainability_Score,Past_Risk_Level,ERP_Transactions,Incidents_Count,MCDM_Score,Risk_Category,outlier_flag
0.10027624881806982,1.4377231177639476,-1.09031460021333,0.9772821493425442,0.3790486852659359,-0.14028649359481166,-1.3677167193461133,-0.11863729594469993,1.1620912847541511,-1.1466223812262784,-0.4984267236692733,1,0.142857142857143
-0.8932214788073912,0.029341288117683866,-1.69186748308965,1.6062496954820653,1.233599525652557,-1.006549575826933,-1.0706321762166906,-1.0793249109210623,0.7106682412487766,0.24298898804307098,-0.38131823879723387,1,0.142857142857143
1.4131125317517148,-1.3790405415285798,0.1127911655393104,-0.3378318107673637,-1.6149032756361803,1.678865979092643,-0.9220899046519793,-1.388117358592036,1.7206316606167331,1.4588989361537517,-0.4984267236692733,1,0.142857142857143
0.20672243392079778,0.7335322029408157,0.3133087931647501,-1.5385880352155408,0.3790486852659359,-1.093175884050145,-1.466744900389254,1.562566030263934,0.7259707172998062,0.5903918303604083,-0.966860663157431,1,0.142857142857143
-1.425452404321031,-0.674849626705448,-1.3910910416514901,0.6342089423573511,-0.19065187499181205,-1.2664285004965694,0.018677815257858842,-1.593978990372685,-0.11566546550682426,1.1114960938364142,-0.966860663157431,1,0.142857142857143
-0.4674367383964793,-0.674849626705448,0.5639558276965503,-0.6237261499216917,0.0941984051370619,0.20621873929803625,-1.0706321762166906,1.6311865741908171,-0.023850609200646394,0.24298898804307098,-0.14710126905315632,1,0.142857142857143
-0.5384008617982979,-0.674849626705448,1.4161557451046707,0.3483146032030231,1.5184498057814302,-1.3530548087197818,-1.02111808569512,-1.525358446445802,0.5729459567895098,0.9377946726777456,1.1410920645392775,0,0.142857142857143
1.1647380998453494,1.4377231177639476,0.3133087931647501,1.6062496954820653,0.3790486852659359,-0.7466706511572971,-0.6745194520441272,-1.1136351828845037,0.947856620039736,-0.6255181177502723,0.9068750947951986,0,0.142857142857143
-1.425452404321031,-1.3790405415285798,-1.04018519330697,-1.7101246387081372,1.1623869556203386,0.7259765886373095,0.8109032636029858,0.944981134921987,0.305152625896491,-0.10441385427426636,-0.8497521782853916,1,0.142857142857143
-0.2900264298919327,0.7335322029408157,1.2657675243855906,0.4054934710338887,-0.5467147251529038,-1.439681116942994,-0.6250053615225567,-0.5646708314694396,-0.9343479342369103,0.24298898804307098,0.4384411553070408,0,0.142857142857143
